194020000200000000,11634,TRUE,11634,11634,0013,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11635,TRUE,11634,11634,0013,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000100000000,11636,TRUE,11634,11634,0039,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000100000000,11637,TRUE,11634,11634,0039,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000100000000,11638,TRUE,11634,11634,0051,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11640,TRUE,11634,11634,0051,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11641,TRUE,11634,11634,0191,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000100000000,11642,TRUE,11634,11634,0191,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000100000000,11643,TRUE,11634,11634,0192,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11644,TRUE,11634,11634,0192,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11645,TRUE,11634,11634,0193,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11646,TRUE,11634,11634,0193,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11647,TRUE,11634,11634,0195,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11648,TRUE,11634,11634,0195,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11649,TRUE,11634,11634,0196,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000100000000,11650,TRUE,11634,11634,0196,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000100000000,11651,TRUE,11634,11634,0197,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11652,TRUE,11634,11634,0197,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11653,TRUE,11634,11634,0198,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000200000000,11654,TRUE,11634,11634,0198,0009,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
194020000100000000,11655,TRUE,11634,11634,0216,0001,01,19,191000010000000000,19040,19,191000010000000000,11634,194020000200000000,194020000200000000
